1,19,16
2,9,
3,10,
4,17,
5,20,
6,5,
7,18,
8,9,
9,12,
10,17,
11,8,
12,17,
13,20,
14,11,
15,6,
16,13,
17,12,
18,13,
19,6,
20,7,
21,12,
22,19,
23,14,
24,10,
25,19,
26,17,
27,9,
28,20,
29,11,
30,9,
31,10,
32,18,
33,6,
34,8,
35,6,
36,20,
37,12,
38,14,
39,10,
40,13,
41,13,
42,20,
43,5,
44,11,
45,9,
46,19,
47,17,
48,7,
49,10,
50,12,
51,6,
52,19,
53,20,
54,5,
55,9,
56,6,
57,10,
58,20,
59,5,
60,15,
61,18,
62,6,
63,19,
64,6,
65,15,
66,11,
67,11,
68,15,
69,18,
70,19,
71,15,
72,15,
73,15,
74,10,
75,13,
76,15,
77,15,
78,15,
79,14,
80,13,
81,15,
82,11,
83,14,
84,15,
85,19,
86,14,
87,14,
88,6,
89,19,
90,5,
91,11,
92,9,
93,7,
94,7,
95,19,
96,8,
97,20,
98,20,
99,15,
100,10,
101,6,
102,7,
103,5,
104,10,
105,17,
106,18,
107,8,
108,8,
109,16,
110,10,
111,17,
112,13,
113,12,
114,7,
115,14,
116,10,
117,15,
118,5,
119,9,
120,13,
121,20,
122,19,
123,14,
124,16,
125,14,
126,12,
127,8,
128,9,
129,20,
130,20,
131,20,
132,12,
133,20,
134,18,
135,7,
136,20,
137,12,
138,9,
139,13,
140,15,
141,11,
142,12,
143,14,
144,6,
145,13,
146,12,
147,10,
148,10,
149,18,
150,12,
151,19,
152,12,
153,7,
154,10,
155,8,
156,14,
157,12,
158,14,
159,11,
160,12,
161,12,
162,14,
163,11,
164,20,
165,13,
166,11,
167,7,
168,18,
169,6,
170,9,
171,10,
172,9,
173,7,
174,19,
175,11,
176,13,
177,20,
178,18,
179,9,
180,12,
181,6,
182,9,
183,16,
184,13,
185,14,
186,16,
187,11,
188,7,
189,14,
190,18,
191,7,
192,8,
193,11,
194,16,
195,6,
196,12,
197,9,
198,6,
199,11,
200,9,
201,7,
202,20,
203,17,
204,17,
205,9,
206,12,
207,20,
208,9,
209,13,
210,5,
211,8,
212,17,
213,17,
214,6,
215,16,
216,9,
217,17,
218,20,
219,5,
220,9,
221,15,
222,8,
223,15,
224,17,
225,18,
226,19,
227,16,
228,9,
229,13,
230,5,
231,17,
232,14,
233,16,
234,15,
235,14,
236,13,
237,17,
238,6,
239,10,
240,16,
241,8,
242,17,
243,16,
244,11,
245,13,
246,14,
247,14,
248,19,
249,8,
250,12,
251,18,
252,11,
253,12,
254,12,
255,5,
256,6,
257,7,
258,5,
259,15,
260,13,
261,10,
262,11,
263,9,
264,20,
265,6,
266,6,
267,7,
268,13,
269,8,
270,11,
271,9,
272,12,
273,10,
274,15,
275,14,
276,20,
277,14,
278,9,
279,5,
280,13,
281,8,
282,8,
283,16,
284,5,
285,14,
286,19,
287,19,
288,9,
289,9,
290,15,
291,18,
292,19,
293,9,
294,11,
295,16,
296,15,
297,10,
298,8,
299,19,
300,18,
301,14,
302,6,
303,16,
304,16,
305,15,
306,15,
307,6,
308,9,
309,11,
310,19,
311,9,
312,15,
313,19,
314,15,
315,19,
316,19,
317,14,
318,19,
319,17,
320,5,
321,11,
322,12,
323,14,
324,9,
325,20,
326,9,
327,10,
328,12,
329,17,
330,20,
331,10,
332,12,
333,19,
334,16,
335,9,
336,5,
337,8,
338,11,
339,9,
340,18,
341,19,
342,9,
343,16,
344,6,
345,15,
346,8,
347,9,
348,20,
349,11,
350,15,
351,13,
352,17,
353,5,
354,14,
355,7,
356,17,
357,10,
358,11,
359,7,
360,13,
361,15,
362,13,
363,8,
364,5,
365,17,
366,8,
367,15,
368,16,
369,17,
370,13,
371,10,
372,6,
373,20,
374,8,
375,16,
376,9,
377,5,
378,17,
379,9,
380,6,
381,18,
382,17,
383,18,
384,11,
385,20,
386,18,
387,8,
388,15,
389,8,
390,15,
391,11,
392,8,
393,14,
394,5,
395,5,
396,20,
397,14,
398,18,
399,7,
400,13,
401,14,
402,10,
403,14,
404,9,
405,16,
406,9,
407,7,
408,10,
409,18,
410,12,
411,19,
412,8,
413,6,
414,9,
415,8,
416,15,
417,11,
418,7,
419,8,
420,6,
421,14,
422,7,
423,12,
424,20,
425,13,
426,8,
427,20,
428,11,
429,11,
430,14,
431,17,
432,13,
433,5,
434,7,
435,19,
436,19,
437,15,
438,14,
439,15,
440,9,
441,19,
442,14,
443,20,
444,16,
445,6,
446,17,
447,18,
448,14,
449,6,
450,5,
451,15,
452,8,
453,16,
454,20,
455,19,
456,13,
457,19,
458,13,
459,6,
460,8,
461,19,
462,14,
463,7,
464,8,
465,17,
466,8,
467,19,
468,10,
469,10,
470,20,
471,10,
472,8,
473,13,
474,15,
475,18,
476,17,
477,20,
478,10,
479,15,
480,5,
481,14,
482,5,
483,5,
484,13,
485,12,
486,12,
487,8,
488,11,
489,10,
490,15,
491,15,
492,17,
493,11,
494,14,
495,18,
496,5,
497,17,
498,7,
499,8,
500,11,
501,18,
502,14,
503,5,
504,5,
505,6,
506,9,
507,12,
508,11,
509,15,
510,17,
511,8,
512,18,
513,8,
514,10,
515,10,
516,19,
517,14,
518,6,
519,15,
520,18,
521,13,
522,13,
523,18,
524,20,
525,18,
526,13,
527,19,
528,6,
529,5,
530,16,
531,12,
532,9,
533,13,
534,9,
535,19,
536,10,
537,18,
538,18,
539,5,
540,7,
541,8,
542,5,
543,5,
544,5,
545,10,
546,19,
547,19,
548,15,
549,18,
550,17,
551,9,
552,20,
553,18,
554,5,
555,8,
556,15,
557,16,
558,6,
559,5,
560,14,
561,10,
562,16,
563,18,
564,14,
565,7,
566,17,
567,5,
568,19,
569,8,
570,12,
571,17,
572,11,
573,11,
574,9,
575,12,
576,13,
577,16,
578,5,
579,15,
580,13,
581,18,
582,17,
583,11,
584,5,
585,18,
586,11,
587,7,
588,17,
589,12,
590,10,
591,19,
592,16,
593,15,
594,19,
595,17,
596,16,
597,13,
598,5,
599,18,
600,18,
601,6,
602,10,
603,11,
604,16,
605,16,
606,10,
607,19,
608,17,
609,11,
610,12,
611,19,
612,7,
613,13,
614,10,
615,11,
616,14,
617,17,
618,16,
619,16,
620,16,
621,13,
622,20,
623,16,
624,7,
625,6,
626,20,
627,15,
628,14,
629,7,
630,5,
631,12,
632,10,
633,17,
634,20,
635,9,
636,11,
637,16,
638,5,
639,17,
640,15,
641,8,
642,10,
643,11,
644,16,
645,10,
646,13,
647,14,
648,11,
649,15,
650,5,
651,16,
652,14,
653,14,
654,18,
655,19,
656,13,
657,10,
658,15,
659,15,
660,17,
661,10,
662,9,
663,11,
664,18,
665,10,
666,5,
667,14,
668,5,
669,7,
670,17,
671,8,
672,18,
673,9,
674,12,
675,18,
676,13,
677,7,
678,14,
679,8,
680,15,
681,8,
682,5,
683,19,
684,12,
685,9,
686,9,
687,6,
688,18,
689,12,
690,16,
691,17,
692,15,
693,10,
694,5,
695,11,
696,20,
697,6,
698,18,
699,10,
700,9,
701,13,
702,9,
703,15,
704,5,
705,12,
706,16,
707,14,
708,18,
709,18,
710,14,
711,12,
712,7,
713,6,
714,5,
715,11,
716,17,
717,17,
718,6,
719,17,
720,20,
721,19,
722,11,
723,19,
724,10,
725,17,
726,10,
727,19,
728,5,
729,13,
730,11,
731,10,
732,13,
733,8,
734,15,
735,18,
736,5,
737,15,
738,11,
739,8,
740,15,
741,19,
742,9,
743,5,
744,10,
745,18,
746,18,
747,10,
748,11,
749,13,
750,7,
751,9,
752,10,
753,14,
754,10,
755,7,
756,11,
757,7,
758,17,
759,14,
760,12,
761,7,
762,6,
763,18,
764,7,
765,13,
766,19,
767,6,
768,12,
769,11,
770,20,
771,8,
772,6,
773,12,
774,7,
775,16,
776,19,
777,9,
778,18,
779,5,
780,6,
781,16,
782,13,
783,11,
784,10,
785,16,
786,16,
787,10,
788,12,
789,19,
790,13,
791,10,
792,20,
793,16,
794,9,
795,13,
796,18,
797,10,
798,13,
799,16,
800,12,
801,17,
802,18,
803,11,
804,9,
805,19,
806,16,
807,17,
808,7,
809,16,
810,5,
811,14,
812,12,
813,10,
814,19,
815,13,
816,20,
817,12,
818,14,
819,18,
820,13,
821,17,
822,13,
823,8,
824,14,
825,8,
826,15,
827,9,
828,5,
829,8,
830,17,
